Season,TeamID,Elo
1985,1228,1701.986225750594
1985,1328,1745.7561359782255
1985,1106,1439.8911821865381
1985,1354,1447.543509103331
1985,1112,1633.7673028017348
1985,1223,1575.2728727202636
1985,1165,1505.1359309808133
1985,1432,1499.5398361565203
1985,1192,1560.9735630807634
1985,1447,1377.9869463249493
1985,1218,1435.5578967279541
1985,1337,1635.595532933718
1985,1226,1427.2352244151914
1985,1242,1656.1553461385267
1985,1268,1627.9138508839208
1985,1260,1707.1516648065963
1985,1133,1563.7893248412752
1985,1305,1611.9245022486941
1985,1424,1715.7890460835852
1985,1307,1548.0428266773636
1985,1288,1243.4889543355264
1985,1344,1409.6844520738941
1985,1438,1528.8162157926124
1985,1374,1627.5749705073422
1985,1411,1462.0283623020414
1985,1412,1650.3593522072058
1985,1397,1545.1412986972562
1985,1417,1589.7335078431192
1985,1225,1341.9188300146045
1985,1116,1621.5971476519846
1985,1368,1550.130302435803
1985,1120,1593.2363316313574
1985,1391,1421.985682882352
1985,1135,1405.683558032941
1985,1306,1339.665322919831
1985,1143,1452.9036263809792
1985,1388,1522.0080852410863
1985,1153,1488.263725139208
1985,1184,1500.6062366272583
1985,1159,1266.6334733425451
1985,1171,1315.576243899437
1985,1216,1333.516753112769
1985,1173,1617.7880147550734
1985,1134,1467.9652685040844
1985,1177,1642.9443142427626
1985,1296,1411.0634578069323
1985,1193,1401.6565600785636
1985,1265,1559.5508721004571
1985,1196,1578.9760677984107
1985,1416,1383.5615833167114
1985,1206,1576.46016704876
1985,1137,1547.1459069824648
1985,1210,1708.5065873162355
1985,1149,1431.6334685886993
1985,1211,1462.8932072992345
1985,1102,1380.6895929331995
1985,1234,1648.341829502993
1985,1114,1537.9477021215826
1985,1332,1500.5786477058723
1985,1243,1483.3606511149405
1985,1317,1299.9042486421354
1985,1257,1520.6807383792564
1985,1231,1556.454719805688
1985,1277,1630.1850408302244
1985,1145,1587.398004259165
1985,1278,1478.895237494853
1985,1453,1295.5131762584276
1985,1286,1446.7497526521297
1985,1186,1413.3886767803542
1985,1301,1659.4053836273415
1985,1144,1267.6103538485484
1985,1325,1632.8317721203039
1985,1384,1387.1497685652614
1985,1326,1636.5252967575166
1985,1248,1491.251443276898
1985,1287,1307.7467717745337
1985,1339,1424.0158448814268
1985,1334,1347.7729811372385
1985,1365,1611.9740921094847
1985,1375,1531.3779732328612
1985,1126,1280.4534436170557
1985,1403,1676.1478575967994
1985,1152,1536.0198049185317
1985,1423,1394.4837097498478
1985,1347,1464.7726743479188
1985,1429,1514.240594254853
1985,1428,1481.2112059086912
1985,1437,1615.6990652500492
1985,1436,1331.6118183175793
1985,1172,1419.8149106276119
1985,1439,1616.4538429148488
1985,1330,1600.6682905531015
1985,1443,1526.7315647049177
1985,1121,1325.2970857235873
1985,1455,1611.067341489664
1985,1249,1636.7323104224374
1985,1241,1465.255900276607
1985,1440,1445.2212554297232
1985,1314,1700.5889071459603
1985,1200,1574.6157313243982
1985,1323,1665.944091221033
1985,1264,1399.8895613780826
1985,1458,1482.7310282545186
1985,1104,1664.3269061452802
1985,1160,1418.9020656926527
1985,1414,1434.6776693703625
1985,1181,1701.3195264936844
1985,1387,1453.8495724543125
1985,1183,1572.4892336023236
1985,1247,1495.0619692883793
1985,1284,1411.6439161717374
1985,1402,1320.5492058490133
1985,1276,1761.9357384860868
1985,1178,1541.6301692739687
1985,1364,1441.5338891326844
1985,1338,1581.974243052791
1985,1290,1501.5658449156401
1985,1376,1468.3459716334444
1985,1378,1561.5098208162667
1985,1202,1340.5039587362999
1985,1396,1674.272530600458
1985,1180,1396.983797722338
1985,1398,1357.9451736498925
1985,1399,1560.814104000252
1985,1155,1558.932585236008
1985,1258,1406.8669558462725
1985,1448,1555.3115329817044
1985,1464,1536.3953228097369
1985,1124,1429.229491494105
1985,1341,1337.131925634949
1985,1130,1581.9641582355441
1985,1254,1466.665441190159
1985,1204,1620.7231577114187
1985,1151,1592.4069978323382
1985,1233,1664.3785854803216
1985,1220,1431.767436168817
1985,1246,1579.562419654588
1985,1405,1538.04072148999
1985,1280,1489.0424956069203
1985,1238,1398.433025132322
1985,1308,1351.9865145815402
1985,1431,1637.3423138343983
1985,1253,1289.0700538862252
1985,1363,1546.5984726931486
1985,1348,1335.0790507914014
1985,1373,1595.9334537333966
1985,1379,1386.6034618556496
1985,1270,1556.1599359465133
1985,1409,1665.0890353730686
1985,1331,1551.4036036386453
1985,1444,1411.8478267870353
1985,1434,1331.5819674651573
1985,1451,1580.0912150461872
1985,1139,1551.7871762557775
1985,1442,1457.386973498805
1985,1154,1536.365620572946
1985,1456,1519.372866379983
1985,1229,1618.3176552476773
1985,1227,1434.7218570800544
1985,1259,1481.8332123087123
1985,1406,1326.707109689351
1985,1261,1625.8797910526048
1985,1272,1738.550058701505
1985,1117,1455.4332650114436
1985,1273,1626.7345447501677
1985,1163,1518.300266798126
1985,1318,1650.831415961577
1985,1360,1490.3620474320878
1985,1393,1665.536042346245
1985,1419,1512.1621905383859
1985,1418,1545.7804297672014
1985,1281,1544.9631818562812
1985,1161,1552.6380989150848
1985,1109,1189.934422310276
1985,1309,1432.9718982402333
1985,1298,1677.895265079902
1985,1321,1369.1250547899085
1985,1285,1593.9538545870785
1985,1271,1231.380642390841
1985,1353,1521.3234299899377
1985,1351,1424.1481928086896
1985,1359,1526.3626243501037
1985,1267,1598.5211789040277
1985,1361,1667.0556173997068
1985,1386,1611.3674571456988
1985,1400,1482.8004357265954
1985,1322,1261.996699206764
1985,1433,1740.671435959208
1985,1187,1315.0350686843115
1985,1245,1535.8026509446368
1985,1111,1448.3233357703002
1985,1150,1343.0158612050743
1985,1119,1521.3168550872429
1985,1141,1380.4046400466382
1985,1221,1415.8517228051128
1985,1122,1343.4839266599038
1985,1185,1499.843345720744
1985,1199,1514.1547442702883
1985,1201,1621.4184066060725
1985,1212,1306.2469578653722
1985,1197,1432.6806706516043
1985,1140,1508.2104537942978
1985,1292,1507.9217838044106
1985,1162,1497.2883971943857
1985,1319,1481.1147941264242
1985,1239,1530.7432064319732
1985,1320,1398.1243950027003
1985,1371,1415.630802593664
1985,1349,1395.413470594826
1985,1222,1515.8279846146063
1985,1382,1469.0633119833
1985,1383,1301.5327464259508
1985,1385,1751.9492636933696
1985,1390,1401.207947519585
1985,1425,1596.7566588955667
1985,1435,1438.2895810054342
1985,1463,1425.6185516933067
1985,1441,1461.8950592981346
1985,1449,1640.8201970403352
1985,1123,1486.3549161904994
1985,1103,1424.8283925235148
1985,1129,1500.488792966879
1985,1209,1229.3311294786822
1985,1156,1589.8500455432124
1985,1336,1346.0950509469694
1985,1174,1427.215536693561
1985,1343,1419.7956956193984
1985,1232,1478.1217413461582
1985,1203,1503.0246456166458
1985,1110,1369.2059463214423
1985,1335,1517.5407930004894
1985,1283,1527.3293684782695
1985,1235,1592.0606570527925
1985,1166,1495.8359252770238
1985,1311,1568.050835540593
1985,1256,1727.5275510523352
1985,1147,1319.1962553927947
1985,1250,1414.3109386184437
