Season,TeamA,TeamB,Label,Diff_Games,Diff_FGA,Diff_FGA3,Diff_FTA,Diff_OR,Diff_DR,Diff_Ast,Diff_TO,Diff_Stl,Diff_Blk,Diff_PF,Diff_NumOT,Diff_WinRate,Diff_FGPct,Diff_FG3Pct,Diff_FTPct,Diff_TotalReb,Diff_OffEff,Diff_DefEff,Diff_NetEff,Diff_TourneyApps,Diff_TourneyWins,Diff_TourneyWinRate,Diff_WinRate_H,Diff_WinRate_A,Diff_WinRate_N,Diff_HomeAdvantage,Diff_ConfStrengthIndex,Diff_ConfAvgScoreDiff,Diff_LateWinRate,Diff_LastNWinRate,Diff_LastNScoreDiff,Diff_WinRateTrend,Diff_RecentWinRate,Diff_SeedNum,Diff_Elo
2010,3124,3201,1,-1,-5.232007575757578,-16.192234848484848,5.757575757575758,-1.691287878787879,6.486742424242426,0.05113636363636331,1.2386363636363633,-3.4251893939393945,4.6439393939393945,-2.2689393939393945,0.0009469696969696961,-0.09943181818181823,0.04333356260999821,-0.06967949282380914,0.017260174418604612,4.795454545454547,-2.2332799910006713,-5.487137103034215,3.2538571120335433,6.0,15.0,0.6818181818181818,-0.04621848739495804,-0.3857142857142857,0.20000000000000007,0.33949579831932764,0.38181818181818183,7.557870794890749,-0.38888888888888884,-0.30000000000000004,-15.5,-0.6507936507936508,-0.29370629370629364,-9.0,77.86607816760147
2010,3173,3395,1,-4,-0.7282051282051256,-1.7384615384615394,0.9461538461538481,1.23076923076923,2.2435897435897445,-1.138461538461538,0.9282051282051249,-2.102564102564103,0.47692307692307656,0.34358974358974237,-0.01794871794871794,0.07435897435897443,0.005742773019271952,-0.04486355849241308,-0.048387212954159264,3.474358974358978,-1.2746429709122395,-0.40357995570363414,-0.8710630152086054,-8.0,-5.0,,-0.15384615384615385,0.2692307692307693,0.26666666666666666,-0.42307692307692313,-0.12121212121212133,-0.5961879673220625,0.0625,0.10000000000000009,5.300000000000001,0.048214285714285654,0.10000000000000009,-1.0,33.266897121481634
2010,3181,3214,1,2,3.6499999999999986,-1.6312500000000014,1.2229166666666664,2.752083333333333,2.927083333333332,2.6500000000000004,2.372916666666667,3.2750000000000004,3.0479166666666666,-1.1458333333333321,-0.03333333333333333,0.2104166666666667,0.05169407197155068,0.010986947131186031,-0.052773228518397164,5.679166666666667,7.268299593784761,-4.277660475401063,11.545960069185824,9.0,36.0,0.75,0.17521367521367515,0.16666666666666663,0.33333333333333337,0.008547008547008517,0.8060606060606061,9.892609615516315,-0.018575851393188847,0.0,-2.4000000000000004,-0.5519091847265223,-0.0984848484848484,-13.0,395.2836615351123
2010,3199,3256,1,-1,-3.316129032258061,3.6483870967741954,-1.5548387096774192,-0.4064516129032256,-2.4752688172043023,0.8172043010752699,1.936559139784947,1.736559139784947,0.2913978494623657,1.1010752688172047,-0.06451612903225806,0.09139784946236562,0.0114774216941399,0.06281981141183657,0.028984405359284926,-2.881720430107528,2.51636647521039,-3.8172541414777186,6.333620616688108,-3.0,-12.0,-0.14010989010989017,0.2451923076923077,0.08484848484848495,-0.5,0.16034382284382276,0.34545454545454557,6.717131387568678,0.022222222222222254,0.0,5.4,-0.16047008547008546,0.05555555555555547,-11.0,217.82796414324412
2010,3207,3265,1,-3,4.56969696969697,1.0363636363636353,1.0484848484848506,5.251515151515152,-6.8363636363636395,1.412121212121212,2.8151515151515163,5.487878787878788,-1.8848484848484843,4.063636363636366,0.0393939393939394,0.0121212121212122,-0.025101230656639162,-0.02833442664578789,-0.08156996587030718,-1.5848484848484858,-4.030316257857507,-2.5819670305052824,-1.4483492273522245,-5.0,-3.0,,0.052631578947368474,0.1499999999999999,-0.16666666666666669,-0.09736842105263144,0.46060606060606074,6.357333087374014,-0.07739938080495357,-0.10000000000000009,-8.3,-0.2092675126730854,-0.050000000000000044,-7.0,4.543579662273942
2010,3208,3408,1,-1,0.5252016129032242,-0.3407258064516121,-2.762096774193548,2.433467741935484,1.695564516129032,-3.692540322580646,-1.1784274193548399,-3.01008064516129,2.355846774193548,-2.482862903225806,0.0020161290322580627,-0.07056451612903225,-0.03602298632218848,-0.05370933928450666,-0.015693913554836847,4.1290322580645125,-4.083252914843001,-3.0655337059025385,-1.0177192089404627,6.0,18.0,0.375,0.06985294117647056,-0.23484848484848486,-0.30000000000000004,0.3047014260249554,0.1757575757575759,5.059900124795728,-0.2894736842105263,-0.4,-5.4,-0.4433198380566802,-0.34615384615384615,-7.0,26.313799875408677
2010,3211,3314,1,2,-1.2191323692992313,0.3726362625139057,-7.736373748609569,-3.437152391546162,-1.50166852057842,4.38932146829811,-4.839822024471635,0.6462736373748612,-0.9710789766407117,-4.521690767519464,-0.07119021134593993,0.25027808676307006,0.06864257628461284,0.03225144618587239,0.09198548776623083,-4.938820912124584,14.584155964283141,-6.638899424577701,21.223055388860843,-9.0,-24.0,-0.3611111111111111,0.21052631578947367,0.4696969696969697,,-0.25917065390749605,-0.2606060606060606,-6.2717056800726105,0.625,0.7,33.7,0.8202380952380953,0.7272727272727273,-3.0,90.26093005092162
2010,3234,3353,1,0,5.15625,9.65625,-0.09375,-0.0625,1.71875,2.1875,-0.625,-2.125,-0.3125,-3.125,0.03125,0.03125,0.023339658444022804,0.08553800862818173,0.08209590559911306,1.65625,12.376329735531513,8.82662376430899,3.5497059712225223,-4.0,-23.0,-0.40270270270270275,0.1071428571428571,-0.09090909090909088,0.02857142857142858,0.19805194805194798,-0.030303030303030276,-1.3396063252160215,0.13194444444444442,0.20000000000000007,3.3,0.20337301587301582,0.16666666666666663,-1.0,0.2226828382824806
2010,3246,3251,1,3,10.060344827586206,8.248922413793103,3.022629310344829,-1.7090517241379306,0.8642241379310356,0.4536637931034484,-3.626077586206897,0.0926724137931032,1.7327586206896552,1.3997844827586192,0.03125,-0.04633620689655171,-0.05701304243314709,0.0045835862476848455,0.0668627831081392,-0.8448275862068968,-1.194233913893754,1.6185344465590248,-2.812768360452779,-9.0,0.0,0.34615384615384615,0.1333333333333333,-0.2857142857142857,-0.33333333333333337,0.419047619047619,0.593939393939394,8.31802851101107,-0.22777777777777775,-0.4,-13.5,-0.4485569985569985,-0.2564102564102565,-9.0,81.75536764191588
2010,3216,3261,0,2,-6.080088987764178,6.250278086763069,-1.1179087875417117,-0.38487208008898754,0.8698553948832028,-2.1045606229143505,3.9110122358175747,-1.9488320355951068,1.1012235817575085,0.19021134593993416,-0.14238042269187987,0.18131256952169073,-0.012856209214946235,-0.035224884405212264,-0.02296203162766508,0.48498331479422063,-6.180456609112767,-0.39530730963592475,-5.785149299476842,-7.0,-29.0,-0.4047619047619048,0.19117647058823528,0.11904761904761907,,0.07212885154061621,-0.4787878787878789,-7.854244814196845,0.4745098039215686,0.30000000000000004,5.599999999999998,0.6173669467787115,0.30000000000000004,3.0,-52.6368447906882
