Season,TeamID,RegGames,RegWinRate,RegPtsFor,RegPtsAgainst,RegScoreDiff,RegLateWinRate,RegLateScoreDiff,FGPct,FG3Pct,FTPct,PossProxy,SeedNum,MasseyMean,MasseyStd,MasseyBest,PriorTGames,PriorTWinRate
1985,1102,24,0.20833333333333334,63.083333333333336,68.875,-5.791666666666667,0.25,-3.25,,,,,,,,,,
1985,1103,23,0.391304347826087,61.04347826086956,64.08695652173913,-3.0434782608695654,0.5,-2.5833333333333335,,,,,,,,,,
1985,1104,30,0.7,68.5,60.7,7.8,0.6666666666666666,8.416666666666666,,,,,7.0,,,,0.0,
1985,1106,24,0.4166666666666667,71.625,75.41666666666667,-3.7916666666666665,0.5,-3.1666666666666665,,,,,,,,,,
1985,1108,25,0.76,83.0,75.04,7.96,0.8333333333333334,6.25,,,,,,,,,,
1985,1109,24,0.041666666666666664,53.833333333333336,82.95833333333333,-29.125,0.0,-27.916666666666668,,,,,,,,,,
1985,1110,25,0.28,69.44,77.2,-7.76,0.3333333333333333,-6.75,,,,,,,,,,
1985,1111,24,0.4166666666666667,67.125,69.91666666666667,-2.7916666666666665,0.4166666666666667,-0.75,,,,,,,,,,
1985,1112,27,0.6666666666666666,66.51851851851852,59.333333333333336,7.185185185185185,0.75,9.416666666666666,,,,,10.0,,,,0.0,
1985,1113,27,0.4074074074074074,67.70370370370371,71.77777777777777,-4.074074074074074,0.4166666666666667,-5.083333333333333,,,,,,,,,,
1985,1114,30,0.5666666666666667,71.9,69.76666666666667,2.1333333333333333,0.5833333333333334,0.5833333333333334,,,,,,,,,,
1985,1116,33,0.6363636363636364,65.33333333333333,61.696969696969695,3.6363636363636362,0.5833333333333334,5.666666666666667,,,,,9.0,,,,0.0,
1985,1117,25,0.44,64.04,66.92,-2.88,0.5,-3.8333333333333335,,,,,,,,,,
1985,1119,28,0.5357142857142857,66.28571428571429,66.67857142857143,-0.39285714285714285,0.4166666666666667,0.4166666666666667,,,,,,,,,,
1985,1120,29,0.6206896551724138,70.34482758620689,66.65517241379311,3.689655172413793,0.6666666666666666,3.8333333333333335,,,,,11.0,,,,0.0,
1985,1121,26,0.2692307692307692,63.96153846153846,75.96153846153847,-12.0,0.5,-5.0,,,,,,,,,,
1985,1122,23,0.2608695652173913,63.82608695652174,72.3913043478261,-8.565217391304348,0.16666666666666666,-9.5,,,,,,,,,,
1985,1123,29,0.4482758620689655,76.72413793103448,75.06896551724138,1.6551724137931034,0.4166666666666667,-1.3333333333333333,,,,,,,,,,
1985,1124,24,0.2916666666666667,78.45833333333333,83.04166666666667,-4.583333333333333,0.3333333333333333,-4.416666666666667,,,,,,,,,,
1985,1126,25,0.24,67.12,79.88,-12.76,0.3333333333333333,-10.416666666666666,,,,,,,,,,
1985,1129,25,0.48,67.12,65.72,1.4,0.5,4.166666666666667,,,,,,,,,,
1985,1130,26,0.6153846153846154,74.88461538461539,69.61538461538461,5.269230769230769,0.5833333333333334,4.166666666666667,,,,,11.0,,,,0.0,
1985,1131,28,0.5,68.42857142857143,66.5,1.9285714285714286,0.5833333333333334,5.083333333333333,,,,,,,,,,
1985,1132,26,0.4230769230769231,67.38461538461539,69.92307692307692,-2.5384615384615383,0.3333333333333333,-1.0833333333333333,,,,,,,,,,
1985,1133,28,0.5714285714285714,70.32142857142857,68.78571428571429,1.5357142857142858,0.5,0.75,,,,,,,,,,
1985,1134,24,0.4583333333333333,68.79166666666667,69.5,-0.7083333333333334,0.5833333333333334,4.916666666666667,,,,,,,,,,
1985,1135,26,0.3076923076923077,66.76923076923077,69.65384615384616,-2.8846153846153846,0.3333333333333333,-2.5,,,,,,,,,,
1985,1137,25,0.6,71.0,68.72,2.28,0.75,3.6666666666666665,,,,,,,,,,
1985,1139,24,0.6666666666666666,68.16666666666667,67.125,1.0416666666666667,0.75,1.3333333333333333,,,,,,,,,,
1985,1140,29,0.5172413793103449,75.0,74.44827586206897,0.5517241379310345,0.4166666666666667,-0.5,,,,,,,,,,
1985,1141,24,0.25,69.29166666666667,75.33333333333333,-6.041666666666667,0.25,-1.8333333333333333,,,,,,,,,,
1985,1143,25,0.4,59.92,62.16,-2.24,0.3333333333333333,-4.75,,,,,,,,,,
1985,1144,23,0.08695652173913043,59.78260869565217,73.04347826086956,-13.26086956521739,0.16666666666666666,-10.916666666666666,,,,,,,,,,
1985,1145,27,0.6666666666666666,71.51851851851852,63.44444444444444,8.074074074074074,0.5833333333333334,7.75,,,,,,,,,,
1985,1147,24,0.16666666666666666,63.708333333333336,75.25,-11.541666666666666,0.16666666666666666,-11.916666666666666,,,,,,,,,,
1985,1149,23,0.43478260869565216,66.17391304347827,69.21739130434783,-3.0434782608695654,0.5,-0.75,,,,,,,,,,
1985,1150,25,0.16,67.36,78.04,-10.68,0.08333333333333333,-16.833333333333332,,,,,,,,,,
1985,1151,26,0.7307692307692307,69.65384615384616,65.38461538461539,4.269230769230769,0.75,4.0,,,,,,,,,,
1985,1152,25,0.56,72.48,70.4,2.08,0.6666666666666666,4.916666666666667,,,,,,,,,,
1985,1153,27,0.5185185185185185,63.81481481481482,67.14814814814815,-3.3333333333333335,0.5,-2.5833333333333335,,,,,,,,,,
1985,1154,25,0.6,75.4,75.2,0.2,0.6666666666666666,0.75,,,,,,,,,,
1985,1155,27,0.5555555555555556,74.48148148148148,71.77777777777777,2.7037037037037037,0.4166666666666667,-1.9166666666666667,,,,,,,,,,
1985,1156,26,0.6923076923076923,79.53846153846153,72.92307692307692,6.615384615384615,0.8333333333333334,10.583333333333334,,,,,,,,,,
1985,1159,22,0.045454545454545456,46.63636363636363,58.04545454545455,-11.409090909090908,0.08333333333333333,-9.416666666666666,,,,,,,,,,
1985,1160,25,0.32,70.88,77.84,-6.96,0.3333333333333333,-8.25,,,,,,,,,,
1985,1161,28,0.5714285714285714,68.39285714285714,66.71428571428571,1.6785714285714286,0.5833333333333334,1.5833333333333333,,,,,,,,,,
1985,1162,25,0.48,59.52,61.32,-1.8,0.5833333333333334,0.08333333333333333,,,,,,,,,,
1985,1163,28,0.4642857142857143,71.10714285714286,71.17857142857143,-0.07142857142857142,0.5,-4.916666666666667,,,,,,,,,,
1985,1165,24,0.5,61.375,59.083333333333336,2.2916666666666665,0.5833333333333334,6.416666666666667,,,,,,,,,,
1985,1166,25,0.52,72.08,74.16,-2.08,0.5,-5.25,,,,,,,,,,
