Season,TeamA,TeamB,Label,Diff_RegGames,Diff_RegWinRate,Diff_RegPtsFor,Diff_RegPtsAgainst,Diff_RegScoreDiff,Diff_RegLateWinRate,Diff_RegLateScoreDiff,Diff_FGPct,Diff_FG3Pct,Diff_FTPct,Diff_PossProxy,Diff_SeedNum,Diff_PriorTGames,Diff_PriorTWinRate
1998,3104,3422,1,3,-0.0037037037037037646,2.12222222222222,-5.199999999999996,7.322222222222223,-0.08333333333333337,1.25,,,,,-13.0,0.0,
1998,3112,3365,1,-1,-0.007936507936507908,1.7989417989417973,7.212962962962962,-5.414021164021166,0.08333333333333337,-0.9166666666666661,,,,,-11.0,0.0,
1998,3163,3193,1,4,0.2232142857142857,14.607142857142861,-5.196428571428569,19.80357142857143,0.0,6.416666666666666,,,,,-13.0,0.0,
1998,3198,3266,1,3,0.1962864721485411,7.24005305039789,-8.324933687002648,15.56498673740053,0.33333333333333337,23.16666666666667,,,,,-3.0,0.0,
1998,3203,3208,1,0,0.0,-6.846153846153854,-11.769230769230766,4.9230769230769225,0.16666666666666663,10.5,,,,,3.0,0.0,
1998,3234,3269,1,0,-0.038461538461538436,7.153846153846153,9.153846153846153,-2.0000000000000004,-0.08333333333333337,-1.333333333333333,,,,,-9.0,0.0,
1998,3242,3408,1,5,0.008620689655172376,-7.65517241379311,2.912356321839077,-10.567528735632184,0.0,-10.0,,,,,-7.0,0.0,
1998,3263,3301,0,-1,-0.047008547008547064,6.945868945868938,9.351851851851855,-2.4059829059829063,0.08333333333333326,1.333333333333333,,,,,9.0,0.0,
1998,3304,3307,1,-1,-0.13870967741935492,5.3806451612903174,11.977419354838709,-6.596774193548388,-0.25,-11.75,,,,,1.0,0.0,
1998,3224,3314,0,-3,-0.022222222222222254,-11.311111111111103,-4.274074074074079,-7.037037037037036,0.08333333333333326,-2.5,,,,,13.0,0.0,
1998,3283,3323,0,0,0.13793103448275856,2.724137931034477,-1.8275862068965552,4.551724137931036,0.16666666666666674,-0.25,,,,,-1.0,0.0,
1998,3330,3384,1,0,0.18518518518518523,9.888888888888886,-6.037037037037038,15.925925925925927,0.0,10.333333333333332,,,,,-15.0,0.0,
1998,3212,3403,0,-8,-0.14778325123152702,0.765188834154344,10.904761904761898,-10.139573070607552,0.0,-0.5833333333333339,,,,,15.0,0.0,
1998,3276,3417,0,0,-0.03703703703703709,-5.740740740740748,-5.0,-0.7407407407407414,-0.25,-10.416666666666666,,,,,3.0,0.0,
1998,3374,3438,0,1,0.08333333333333337,0.2605820105819987,-3.8769841269841265,4.137566137566139,0.25,10.833333333333334,,,,,5.0,0.0,
1998,3272,3464,0,1,-0.15384615384615385,0.4384615384615387,8.036923076923074,-7.598461538461539,-0.08333333333333337,-11.333333333333336,,,,,-7.0,0.0,
1998,3116,3218,1,1,-0.28174603174603174,-5.462962962962962,9.564814814814817,-15.027777777777779,-0.4166666666666667,-17.25,,,,,1.0,0.0,
1998,3155,3274,1,3,0.02962962962962956,-2.4111111111111114,-7.803703703703697,5.392592592592593,-0.08333333333333337,6.916666666666667,,,,,-5.0,0.0,
1998,3161,3179,1,-3,-0.054376657824933616,1.039787798408497,2.1220159151193556,-1.0822281167108745,-0.16666666666666663,0.6666666666666661,,,,,7.0,0.0,
1998,3181,3292,1,2,0.17307692307692313,6.829670329670321,-3.5961538461538396,10.425824175824175,0.16666666666666674,6.999999999999999,,,,,-13.0,0.0,
1998,3196,3285,1,4,-0.035862068965517246,1.126896551724144,6.689655172413794,-5.562758620689655,-0.25,-15.75,,,,,-11.0,0.0,
1998,3217,3390,1,-1,-0.007692307692307665,-11.383076923076914,-8.12615384615384,-3.2569230769230764,-0.16666666666666663,-2.6666666666666643,,,,,15.0,0.0,
1998,3228,3453,1,-3,-0.07428571428571429,14.295714285714297,13.144285714285722,1.1514285714285712,-0.25,-1.583333333333334,,,,,-11.0,0.0,
1998,3235,3245,1,3,-0.011520737327188946,-7.034562211981566,-3.990783410138249,-3.0437788018433185,-0.33333333333333337,-12.833333333333334,,,,,-9.0,0.0,
1998,3221,3256,0,-1,-0.14655172413793105,-9.745073891625623,10.43226600985222,-20.177339901477833,0.0,-20.166666666666668,,,,,11.0,0.0,
1998,3257,3428,1,3,-0.1870026525198939,2.8713527851458878,11.45888594164456,-8.587533156498674,0.16666666666666663,-1.5,,,,,3.0,0.0,
1998,3345,3449,1,0,0.0,0.3333333333333286,-4.037037037037038,4.37037037037037,0.16666666666666663,8.5,,,,,-9.0,0.0,
1998,3332,3353,0,-5,-0.06465517241379315,2.22126436781609,5.943965517241381,-3.722701149425288,-0.08333333333333337,-6.250000000000001,,,,,7.0,0.0,
1998,3364,3435,1,3,0.12962962962962965,15.403703703703698,9.337037037037042,6.066666666666667,0.5,31.333333333333336,,,,,5.0,0.0,
1998,3251,3397,0,-9,0.0,-15.587121212121204,-0.49621212121212466,-15.09090909090909,0.0,-15.833333333333334,,,,,15.0,0.0,
1998,3439,3458,1,-1,-0.04556650246305416,-6.115763546798036,-5.668719211822669,-0.4470443349753692,0.08333333333333337,-0.8333333333333339,,,,,5.0,0.0,
1998,3372,3443,0,-7,0.127039627039627,-1.8286713286713336,-1.6515151515151558,-0.17715617715617782,0.16666666666666663,-3.0,,,,,1.0,0.0,
1998,3104,3417,1,3,-0.0037037037037037646,-4.06296296296297,-10.237037037037034,6.174074074074074,-0.08333333333333337,3.5,,,,,-5.0,0.0,
1998,3112,3438,1,0,0.11111111111111116,8.666666666666657,0.4074074074074048,8.25925925925926,0.33333333333333337,13.083333333333334,,,,,-3.0,0.0,
1998,3163,3203,1,6,0.28365384615384615,14.32692307692308,-0.8942307692307665,15.221153846153847,0.16666666666666663,7.583333333333334,,,,,-8.0,0.0,
1998,3234,3242,0,-3,-0.14323607427055696,1.539787798408497,3.379310344827587,-1.8395225464190985,0.08333333333333337,5.833333333333333,,,,,-1.0,0.0,
1998,3301,3464,1,2,-0.2222222222222222,-9.007407407407399,-4.891851851851861,-4.115555555555556,-0.41666666666666663,-12.75,,,,,-8.0,0.0,
1998,3198,3314,0,-1,0.16551724137931034,1.7195402298850695,-7.7172413793103445,9.436781609195402,0.16666666666666663,18.75,,,,,5.0,0.0,
1998,3323,3403,1,0,-0.17241379310344818,-2.3103448275862064,5.137931034482762,-7.448275862068964,-0.25,-1.083333333333334,,,,,8.0,0.0,
