Season,TeamID,RegGames,RegWinRate,RegPtsFor,RegPtsAgainst,RegScoreDiff,RegLateWinRate,RegLateScoreDiff,FGPct,FG3Pct,FTPct,PossProxy,SeedNum,PriorTGames,PriorTWinRate
1998,3102,24,0.16666666666666666,57.291666666666664,77.91666666666667,-20.625,0.0,-27.666666666666668,,,,,,,
1998,3103,29,0.3793103448275862,69.24137931034483,75.10344827586206,-5.862068965517241,0.3333333333333333,-6.583333333333333,,,,,,,
1998,3104,30,0.7,76.56666666666666,63.13333333333333,13.433333333333334,0.75,14.166666666666666,,,,,2.0,0.0,
1998,3106,21,0.2857142857142857,61.23809523809524,69.19047619047619,-7.9523809523809526,0.08333333333333333,-12.583333333333334,,,,,,,
1998,3108,23,0.5217391304347826,67.82608695652173,66.52173913043478,1.3043478260869565,0.6666666666666666,8.583333333333334,,,,,,,
1998,3110,27,0.7777777777777778,72.81481481481481,67.33333333333333,5.481481481481482,0.5833333333333334,-3.0833333333333335,,,,,,,
1998,3111,26,0.34615384615384615,61.30769230769231,68.34615384615384,-7.038461538461538,0.5,-1.25,,,,,,,
1998,3112,27,0.7777777777777778,78.37037037037037,65.96296296296296,12.407407407407407,0.8333333333333334,12.25,,,,,3.0,0.0,
1998,3113,27,0.3333333333333333,65.92592592592592,72.07407407407408,-6.148148148148148,0.16666666666666666,-14.416666666666666,,,,,,,
1998,3116,28,0.6071428571428571,74.5,71.75,2.75,0.4166666666666667,-2.25,,,,,9.0,0.0,
1998,3117,28,0.6785714285714286,81.39285714285714,69.89285714285714,11.5,0.75,15.583333333333334,,,,,,,
1998,3119,26,0.3076923076923077,60.84615384615385,67.73076923076923,-6.884615384615385,0.25,-6.25,,,,,,,
1998,3120,27,0.5925925925925926,67.85185185185185,56.7037037037037,11.148148148148149,0.4166666666666667,3.9166666666666665,,,,,,,
1998,3122,25,0.36,63.56,71.4,-7.84,0.4166666666666667,-5.833333333333333,,,,,,,
1998,3123,25,0.36,69.64,75.08,-5.44,0.3333333333333333,-7.25,,,,,,,
1998,3124,26,0.6153846153846154,74.53846153846153,67.26923076923077,7.269230769230769,0.5833333333333334,-0.5833333333333334,,,,,,,
1998,3126,25,0.28,57.44,67.6,-10.16,0.3333333333333333,-11.333333333333334,,,,,,,
1998,3129,29,0.6551724137931034,67.37931034482759,63.758620689655174,3.6206896551724137,0.75,6.0,,,,,,,
1998,3130,28,0.6071428571428571,69.96428571428571,63.32142857142857,6.642857142857143,0.5,0.16666666666666666,,,,,,,
1998,3131,27,0.3333333333333333,64.0,67.48148148148148,-3.4814814814814814,0.5,1.1666666666666667,,,,,,,
1998,3132,27,0.7407407407407407,78.74074074074075,72.74074074074075,6.0,0.75,2.9166666666666665,,,,,,,
1998,3133,25,0.32,64.0,74.36,-10.36,0.16666666666666666,-13.833333333333334,,,,,,,
1998,3135,24,0.375,67.08333333333333,71.875,-4.791666666666667,0.4166666666666667,-1.9166666666666667,,,,,,,
1998,3137,22,0.4090909090909091,60.40909090909091,64.31818181818181,-3.909090909090909,0.3333333333333333,-6.416666666666667,,,,,,,
1998,3138,22,0.5454545454545454,71.95454545454545,66.77272727272727,5.181818181818182,0.5,0.8333333333333334,,,,,,,
1998,3139,29,0.8275862068965517,78.37931034482759,63.758620689655174,14.620689655172415,0.9166666666666666,16.416666666666668,,,,,,,
1998,3140,28,0.5,69.14285714285714,67.28571428571429,1.8571428571428572,0.5833333333333334,2.6666666666666665,,,,,,,
1998,3141,27,0.37037037037037035,73.66666666666667,75.70370370370371,-2.037037037037037,0.3333333333333333,-0.5,,,,,,,
1998,3142,25,0.24,65.4,79.08,-13.68,0.16666666666666666,-16.0,,,,,,,
1998,3143,28,0.21428571428571427,60.857142857142854,70.85714285714286,-10.0,0.08333333333333333,-15.666666666666666,,,,,,,
1998,3144,25,0.64,74.08,68.76,5.32,0.5,3.75,,,,,,,
1998,3145,27,0.07407407407407407,60.333333333333336,73.18518518518519,-12.851851851851851,0.16666666666666666,-10.75,,,,,,,
1998,3148,24,0.6666666666666666,69.375,62.583333333333336,6.791666666666667,0.5833333333333334,7.25,,,,,,,
1998,3149,23,0.391304347826087,63.869565217391305,70.30434782608695,-6.434782608695652,0.4166666666666667,-4.0,,,,,,,
1998,3150,27,0.37037037037037035,61.77777777777778,66.14814814814815,-4.37037037037037,0.25,-6.583333333333333,,,,,,,
1998,3151,28,0.32142857142857145,63.25,68.89285714285714,-5.642857142857143,0.16666666666666666,-10.333333333333334,,,,,,,
1998,3152,21,0.0,53.857142857142854,78.95238095238095,-25.095238095238095,0.0,-25.416666666666668,,,,,,,
1998,3153,28,0.75,73.21428571428571,62.892857142857146,10.321428571428571,0.6666666666666666,3.3333333333333335,,,,,,,
1998,3155,30,0.7333333333333333,72.36666666666666,62.56666666666667,9.8,0.75,12.333333333333334,,,,,6.0,0.0,
1998,3156,28,0.4642857142857143,69.96428571428571,73.46428571428571,-3.5,0.5833333333333334,-1.25,,,,,,,
1998,3157,23,0.2608695652173913,60.43478260869565,70.3913043478261,-9.956521739130435,0.25,-10.333333333333334,,,,,,,
1998,3158,24,0.2916666666666667,65.75,72.58333333333333,-6.833333333333333,0.3333333333333333,-5.75,,,,,,,
1998,3159,22,0.3181818181818182,67.4090909090909,78.0,-10.590909090909092,0.16666666666666666,-13.5,,,,,,,
1998,3160,28,0.42857142857142855,63.42857142857143,67.57142857142857,-4.142857142857143,0.3333333333333333,-7.166666666666667,,,,,,,
1998,3161,26,0.8076923076923077,81.38461538461539,65.84615384615384,15.538461538461538,0.75,16.333333333333332,,,,,12.0,0.0,
1998,3162,23,0.17391304347826086,58.17391304347826,72.69565217391305,-14.521739130434783,0.0,-19.666666666666668,,,,,,,
1998,3163,32,0.9375,84.25,59.375,24.875,0.9166666666666666,19.5,,,,,2.0,0.0,
1998,3164,24,0.375,61.666666666666664,67.5,-5.833333333333333,0.5,-3.1666666666666665,,,,,,,
1998,3165,22,0.18181818181818182,60.22727272727273,68.72727272727273,-8.5,0.08333333333333333,-12.166666666666666,,,,,,,
1998,3166,28,0.5714285714285714,68.17857142857143,66.89285714285714,1.2857142857142858,0.5,1.0,,,,,,,
1998,3168,25,0.4,68.36,73.64,-5.28,0.4166666666666667,-8.5,,,,,,,
1998,3169,25,0.48,63.16,66.72,-3.56,0.4166666666666667,-4.583333333333333,,,,,,,
1998,3170,23,0.2608695652173913,65.6086956521739,75.08695652173913,-9.478260869565217,0.25,-9.0,,,,,,,
1998,3171,25,0.56,66.0,63.36,2.64,0.5833333333333334,4.25,,,,,,,
1998,3172,26,0.6923076923076923,76.61538461538461,68.65384615384616,7.961538461538462,0.75,10.75,,,,,,,
1998,3173,26,0.34615384615384615,66.1923076923077,72.15384615384616,-5.961538461538462,0.5,-2.6666666666666665,,,,,,,
1998,3174,26,0.23076923076923078,63.23076923076923,72.65384615384616,-9.423076923076923,0.16666666666666666,-7.75,,,,,,,
1998,3175,27,0.25925925925925924,63.148148148148145,71.0,-7.851851851851852,0.16666666666666666,-7.5,,,,,,,
1998,3177,26,0.38461538461538464,70.3076923076923,76.11538461538461,-5.8076923076923075,0.5,-0.8333333333333334,,,,,,,
1998,3178,26,0.4230769230769231,69.1923076923077,72.46153846153847,-3.269230769230769,0.4166666666666667,-2.3333333333333335,,,,,,,
1998,3179,29,0.8620689655172413,80.34482758620689,63.724137931034484,16.620689655172413,0.9166666666666666,15.666666666666666,,,,,5.0,0.0,
1998,3180,25,0.44,62.72,65.68,-2.96,0.5,-2.75,,,,,,,
1998,3181,28,0.75,75.71428571428571,63.75,11.964285714285714,0.8333333333333334,13.416666666666666,,,,,2.0,0.0,
1998,3182,27,0.7037037037037037,75.25925925925925,66.51851851851852,8.74074074074074,0.5833333333333334,3.3333333333333335,,,,,,,
1998,3183,25,0.48,62.64,64.72,-2.08,0.4166666666666667,-3.5833333333333335,,,,,,,
1998,3184,26,0.6923076923076923,74.96153846153847,68.15384615384616,6.8076923076923075,0.75,4.916666666666667,,,,,,,
1998,3185,24,0.375,66.625,73.16666666666667,-6.541666666666667,0.3333333333333333,-8.833333333333334,,,,,,,
1998,3186,26,0.15384615384615385,54.26923076923077,70.92307692307692,-16.653846153846153,0.0,-15.583333333333334,,,,,,,
1998,3187,26,0.34615384615384615,54.15384615384615,61.57692307692308,-7.423076923076923,0.25,-10.5,,,,,,,
1998,3190,25,0.4,74.76,74.08,0.68,0.5,1.3333333333333333,,,,,,,
1998,3191,23,0.21739130434782608,65.73913043478261,73.34782608695652,-7.608695652173913,0.08333333333333333,-11.833333333333334,,,,,,,
1998,3192,26,0.2692307692307692,64.0,72.73076923076923,-8.73076923076923,0.3333333333333333,-5.166666666666667,,,,,,,
1998,3193,28,0.7142857142857143,69.64285714285714,64.57142857142857,5.071428571428571,0.9166666666666666,13.083333333333334,,,,,15.0,0.0,
1998,3194,26,0.5,73.38461538461539,73.84615384615384,-0.46153846153846156,0.4166666666666667,-3.25,,,,,,,
1998,3196,29,0.7241379310344828,72.20689655172414,63.689655172413794,8.517241379310345,0.6666666666666666,6.0,,,,,3.0,0.0,
1998,3197,22,0.6818181818181818,70.86363636363636,59.72727272727273,11.136363636363637,0.75,15.333333333333334,,,,,,,
1998,3198,29,0.9655172413793104,80.58620689655173,55.48275862068966,25.103448275862068,1.0,33.583333333333336,,,,,7.0,0.0,
1998,3199,25,0.28,65.16,73.72,-8.56,0.25,-10.083333333333334,,,,,,,
1998,3200,26,0.15384615384615385,54.84615384615385,65.26923076923077,-10.423076923076923,0.16666666666666666,-12.833333333333334,,,,,,,
1998,3201,27,0.4444444444444444,65.4074074074074,67.55555555555556,-2.1481481481481484,0.4166666666666667,-0.08333333333333333,,,,,,,
1998,3202,28,0.5357142857142857,71.5,74.42857142857143,-2.9285714285714284,0.6666666666666666,1.75,,,,,,,
1998,3203,26,0.6538461538461539,69.92307692307692,60.26923076923077,9.653846153846153,0.75,11.916666666666666,,,,,10.0,0.0,
1998,3204,29,0.6206896551724138,77.10344827586206,75.62068965517241,1.4827586206896552,0.6666666666666666,4.083333333333333,,,,,,,
1998,3206,26,0.5384615384615384,62.15384615384615,63.03846153846154,-0.8846153846153846,0.5833333333333334,0.16666666666666666,,,,,,,
1998,3207,28,0.32142857142857145,65.35714285714286,69.82142857142857,-4.464285714285714,0.3333333333333333,-4.75,,,,,,,
1998,3208,26,0.6538461538461539,76.76923076923077,72.03846153846153,4.730769230769231,0.5833333333333334,1.4166666666666667,,,,,7.0,0.0,
1998,3209,25,0.6,71.88,70.32,1.56,0.75,2.5833333333333335,,,,,,,
1998,3210,24,0.375,63.625,73.33333333333333,-9.708333333333334,0.16666666666666666,-17.583333333333332,,,,,,,
1998,3211,25,0.36,66.12,72.0,-5.88,0.16666666666666666,-15.083333333333334,,,,,,,
1998,3212,21,0.7142857142857143,77.52380952380952,69.9047619047619,7.619047619047619,0.9166666666666666,15.583333333333334,,,,,16.0,0.0,
1998,3214,26,0.7307692307692307,71.6923076923077,63.84615384615385,7.846153846153846,0.8333333333333334,12.75,,,,,,,
1998,3216,25,0.36,56.96,63.4,-6.44,0.4166666666666667,-3.8333333333333335,,,,,,,
1998,3217,25,0.8,75.04,62.72,12.32,0.8333333333333334,16.916666666666668,,,,,16.0,0.0,
1998,3218,27,0.8888888888888888,79.96296296296296,62.18518518518518,17.77777777777778,0.8333333333333334,15.0,,,,,8.0,0.0,
1998,3220,26,0.46153846153846156,66.03846153846153,64.61538461538461,1.4230769230769231,0.25,-4.666666666666667,,,,,,,
1998,3221,28,0.75,78.39285714285714,67.53571428571429,10.857142857142858,0.9166666666666666,17.166666666666668,,,,,14.0,0.0,
1998,3222,25,0.32,64.36,68.28,-3.92,0.3333333333333333,-3.6666666666666665,,,,,,,
1998,3224,27,0.7777777777777778,67.55555555555556,58.925925925925924,8.62962962962963,0.9166666666666666,12.333333333333334,,,,,15.0,0.0,
1998,3225,27,0.48148148148148145,68.62962962962963,69.22222222222223,-0.5925925925925926,0.5833333333333334,3.3333333333333335,,,,,,,
1998,3226,24,0.5416666666666666,66.125,65.04166666666667,1.0833333333333333,0.5833333333333334,3.0,,,,,,,
1998,3227,26,0.23076923076923078,58.5,69.26923076923077,-10.76923076923077,0.16666666666666666,-9.166666666666666,,,,,,,
1998,3228,25,0.64,78.76,70.68,8.08,0.5833333333333334,7.75,,,,,3.0,0.0,
1998,3229,27,0.37037037037037035,65.4074074074074,68.14814814814815,-2.740740740740741,0.4166666666666667,-1.1666666666666667,,,,,,,
1998,3231,28,0.6428571428571429,71.85714285714286,65.64285714285714,6.214285714285714,0.6666666666666666,7.25,,,,,,,
1998,3232,27,0.6296296296296297,64.33333333333333,62.18518518518518,2.1481481481481484,0.5833333333333334,-1.5833333333333333,,,,,,,
1998,3233,27,0.37037037037037035,60.51851851851852,64.22222222222223,-3.7037037037037037,0.5,-1.9166666666666667,,,,,,,
1998,3234,26,0.6153846153846154,67.88461538461539,65.0,2.8846153846153846,0.75,6.833333333333333,,,,,4.0,0.0,
1998,3235,31,0.7741935483870968,71.3225806451613,61.58064516129032,9.741935483870968,0.6666666666666666,9.166666666666666,,,,,4.0,0.0,
1998,3238,22,0.6363636363636364,71.36363636363636,62.68181818181818,8.681818181818182,0.6666666666666666,7.25,,,,,,,
1998,3240,27,0.5185185185185185,70.11111111111111,72.81481481481481,-2.7037037037037037,0.4166666666666667,-7.833333333333333,,,,,,,
1998,3241,27,0.5925925925925926,65.51851851851852,62.22222222222222,3.2962962962962963,0.6666666666666666,3.75,,,,,,,
1998,3242,29,0.7586206896551724,66.34482758620689,61.62068965517241,4.724137931034483,0.6666666666666666,1.0,,,,,5.0,0.0,
1998,3243,27,0.37037037037037035,61.51851851851852,64.44444444444444,-2.925925925925926,0.16666666666666666,-8.333333333333334,,,,,,,
1998,3245,28,0.7857142857142857,78.35714285714286,65.57142857142857,12.785714285714286,1.0,22.0,,,,,13.0,0.0,
1998,3246,28,0.4642857142857143,63.214285714285715,68.03571428571429,-4.821428571428571,0.3333333333333333,-7.75,,,,,,,
1998,3247,26,0.5769230769230769,67.11538461538461,63.46153846153846,3.6538461538461537,0.5833333333333334,1.0833333333333333,,,,,,,
1998,3248,26,0.5384615384615384,63.69230769230769,68.53846153846153,-4.846153846153846,0.5833333333333334,-2.3333333333333335,,,,,,,
1998,3249,27,0.18518518518518517,63.44444444444444,84.74074074074075,-21.296296296296298,0.08333333333333333,-27.416666666666668,,,,,,,
1998,3250,26,0.38461538461538464,64.53846153846153,69.5,-4.961538461538462,0.4166666666666667,-2.25,,,,,,,
1998,3251,24,1.0,73.29166666666667,57.291666666666664,16.0,1.0,13.833333333333334,,,,,16.0,0.0,
1998,3253,24,0.20833333333333334,64.125,73.625,-9.5,0.25,-8.25,,,,,,,
1998,3254,25,0.16,65.44,80.48,-15.04,0.25,-10.666666666666666,,,,,,,
1998,3256,29,0.896551724137931,88.13793103448276,57.10344827586207,31.03448275862069,0.9166666666666666,37.333333333333336,,,,,3.0,0.0,
1998,3257,29,0.6206896551724138,72.44827586206897,67.6896551724138,4.758620689655173,0.75,9.75,,,,,10.0,0.0,
1998,3258,25,0.12,58.52,72.52,-14.0,0.0,-18.25,,,,,,,
1998,3259,27,0.7037037037037037,64.22222222222223,59.03703703703704,5.185185185185185,0.75,8.416666666666666,,,,,,,
1998,3260,28,0.25,63.035714285714285,72.78571428571429,-9.75,0.25,-8.666666666666666,,,,,,,
