Season,TeamID,Games,FGA,FGA3,FTA,OR,DR,Ast,TO,Stl,Blk,PF,NumOT,WinRate,FGPct,FG3Pct,FTPct,TotalReb,OffEff,DefEff,NetEff,Gender,TourneyApps,TourneyWinRate,TourneyMaxRound,TourneyChampions,WinRate_H,WinRate_A,WinRate_N,HomeAdvantage,ConfAbbrev,ConfStrengthIndex,ConfAvgScoreDiff,LateWinRate,LastNWinRate,LastNScoreDiff,WinRateTrend,RecentWinRate,SeedNum,Elo
2010,3102,28,53.142857142857146,16.071428571428573,13.214285714285714,12.464285714285714,19.535714285714285,10.25,17.714285714285715,6.035714285714286,0.6428571428571429,14.964285714285714,0.0,0.03571428571428571,0.3602150537634408,0.2844444444444444,0.6783783783783783,32.0,80.70975636889531,111.80331516297699,-31.093558794081673,W,,,,,0.07142857142857142,0.0,0.0,0.07142857142857142,mwc,0.6925639895002336,1.6214271368539985,0.0,0.0,-25.2,-0.08333333333333333,0.0,,1168.496513917184
2010,3103,30,55.266666666666666,12.466666666666667,19.6,14.2,23.566666666666666,13.433333333333334,18.266666666666666,8.033333333333333,2.4,17.533333333333335,0.03333333333333333,0.5666666666666667,0.40229191797346203,0.3155080213903743,0.70578231292517,37.766666666666666,91.57706796421286,87.75113796892168,3.825929995291176,W,1.0,0.0,2.0,0.0,0.8461538461538461,0.3333333333333333,0.5,0.5128205128205128,mac,0.645501499725305,-0.24054141401657128,0.7058823529411765,0.6,4.1,0.3212669683257919,0.6,,1523.5748087737
2010,3104,29,62.10344827586207,14.724137931034482,16.79310344827586,14.482758620689655,25.93103448275862,13.10344827586207,19.17241379310345,7.379310344827586,2.9310344827586206,20.413793103448278,0.10344827586206896,0.3793103448275862,0.39811215991116045,0.2950819672131148,0.6160164271047228,40.41379310344827,86.4601539548548,90.31832211520585,-3.858168160351042,W,6.0,0.5,4.0,0.0,0.5384615384615384,0.26666666666666666,0.5,0.2717948717948718,sec,0.7887557179248273,6.142482774069955,0.26666666666666666,0.3,-12.8,-0.26666666666666666,0.3333333333333333,,1502.5356059183698
2010,3105,27,50.851851851851855,9.88888888888889,24.333333333333332,13.666666666666666,23.37037037037037,9.74074074074074,25.037037037037038,8.777777777777779,5.148148148148148,19.14814814814815,0.0,0.5185185185185185,0.40058266569555717,0.3071161048689139,0.6986301369863014,37.03703703703704,83.33841184715705,88.77242163853171,-5.434009791374663,W,,,,,0.6363636363636364,0.42857142857142855,0.5,0.2077922077922078,swac,0.4998094272204439,-4.779276071228241,0.5555555555555556,0.6,-3.7,0.11111111111111116,0.5833333333333334,,1332.5203366751941
2010,3106,29,53.0,9.586206896551724,24.0,15.0,24.75862068965517,11.482758620689655,20.103448275862068,8.03448275862069,4.482758620689655,22.06896551724138,0.034482758620689655,0.41379310344827586,0.34808067664281067,0.2805755395683453,0.6479885057471264,39.758620689655174,80.30172154034673,83.61623912737792,-3.3145175870311903,W,3.0,0.0,2.0,0.0,0.5833333333333334,0.2,1.0,0.38333333333333336,swac,0.4998094272204439,-4.779276071228241,0.47368421052631576,0.5,2.2,0.17368421052631577,0.46153846153846156,,1329.70583733152
2010,3107,30,59.53333333333333,15.6,19.3,14.566666666666666,24.066666666666666,9.433333333333334,16.9,9.4,3.0,16.2,0.1,0.36666666666666664,0.3337066069428892,0.2905982905982906,0.6286701208981001,38.63333333333333,80.16070041122629,87.83566108889688,-7.674960677670597,W,7.0,0.125,2.0,0.0,0.4666666666666667,0.2857142857142857,0.0,0.18095238095238098,aec,0.5979548470971818,-1.7117620401268898,0.23529411764705882,0.4,-3.2,-0.3031674208144796,0.4444444444444444,,1333.8360943220343
2010,3108,28,60.714285714285715,14.535714285714286,23.071428571428573,14.714285714285714,18.964285714285715,10.571428571428571,20.535714285714285,11.464285714285714,1.1071428571428572,22.857142857142858,0.03571428571428571,0.2857142857142857,0.3417647058823529,0.29729729729729726,0.6300309597523219,33.67857142857143,78.70568730090723,91.65254000484346,-12.94685270393623,W,3.0,0.0,2.0,0.0,0.7,0.058823529411764705,0.0,0.6411764705882352,swac,0.4998094272204439,-4.779276071228241,0.47058823529411764,0.3,-2.9,0.47058823529411764,0.3,,1232.2653267124206
2010,3110,21,53.904761904761905,15.285714285714286,16.80952380952381,12.904761904761905,23.19047619047619,11.476190476190476,15.19047619047619,7.9523809523809526,3.9047619047619047,14.571428571428571,0.047619047619047616,0.6190476190476191,0.4001766784452297,0.3052959501557632,0.7507082152974504,36.095238095238095,95.03340023365186,85.52257136866069,9.510828864991169,W,3.0,0.0,2.0,0.0,0.8461538461538461,0.5714285714285714,0.75,0.27472527472527475,patriot,0.5557598821897893,-2.927059125085443,0.8823529411764706,0.8,14.1,0.38235294117647056,0.8,,1622.3468927723438
2010,3111,31,59.483870967741936,12.387096774193548,16.612903225806452,14.516129032258064,27.419354838709676,15.935483870967742,21.225806451612904,9.935483870967742,6.516129032258065,20.032258064516128,0.06451612903225806,0.6129032258064516,0.4332971800433839,0.34635416666666663,0.6368932038834951,41.935483870967744,90.36250329149479,86.8515755288335,3.5109277626612965,W,1.0,0.0,2.0,0.0,0.6,0.6428571428571429,0.5,-0.04285714285714293,southern,0.5998404758249268,-1.700554661267953,0.7058823529411765,0.7,9.0,0.20588235294117652,0.7272727272727273,,1530.6679145910769
2010,3112,31,56.935483870967744,15.67741935483871,18.64516129032258,12.03225806451613,26.258064516129032,12.0,18.225806451612904,7.32258064516129,2.967741935483871,15.516129032258064,0.06451612903225806,0.45161290322580644,0.4198300283286119,0.3106995884773663,0.6833910034602076,38.29032258064516,91.70992891123852,93.24747209811332,-1.5375431868747995,W,10.0,0.5652173913043478,4.0,0.0,0.5714285714285714,0.26666666666666666,1.0,0.30476190476190473,pac_ten,0.7136114026957248,2.938394744160179,0.3888888888888889,0.3,-6.0,-0.14957264957264954,0.4166666666666667,,1536.182207887167
2010,3113,30,54.96666666666667,9.5,20.4,14.4,22.766666666666666,13.233333333333333,19.433333333333334,9.066666666666666,4.2,18.566666666666666,0.03333333333333333,0.5666666666666667,0.41661613098847783,0.2912280701754386,0.6862745098039216,37.166666666666664,90.70787906904818,86.600170107477,4.107708961571177,W,14.0,0.5757575757575758,4.0,0.0,0.7142857142857143,0.46153846153846156,0.3333333333333333,0.25274725274725274,pac_ten,0.7136114026957248,2.938394744160179,0.5625,0.4,-1.4,-0.008928571428571397,0.4,,1697.0110434681021
2010,3114,32,56.78125,11.0,17.78125,11.53125,23.15625,15.40625,12.25,9.0625,2.3125,16.71875,0.03125,0.8125,0.44854155200880574,0.3181818181818182,0.6977152899824253,34.6875,102.32687192636674,80.22541571786678,22.101456208499954,W,6.0,0.25,2.0,0.0,0.8823529411764706,0.8461538461538461,0.0,0.03619909502262442,sun_belt,0.6383379402163302,-0.8363944777876929,0.9411764705882353,0.9,15.2,0.27450980392156865,0.9090909090909091,11.0,1787.5606148770016
2010,3115,30,58.5,16.066666666666666,22.833333333333332,14.933333333333334,23.5,11.733333333333333,22.633333333333333,10.066666666666666,3.0,23.266666666666666,0.03333333333333333,0.26666666666666666,0.3749287749287749,0.25933609958506226,0.6715328467153285,38.43333333333334,83.10745824954098,95.87304363032264,-12.765585380781658,W,,,,,0.6666666666666666,0.09523809523809523,,0.5714285714285714,swac,0.4998094272204439,-4.779276071228241,0.3888888888888889,0.4,0.2,0.3055555555555556,0.45454545454545453,,1303.782978866424
