Season,TeamID,Games,Wins,PtsFor,PtsAgainst,FGM,FGA,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,PF,NumOT,WinRate,ScoreDiff,FGPct,FG3Pct,FTPct,TotalReb,Poss,OffEff,DefEff,NetEff,Gender,TourneyApps,TourneyWinRate,TourneyAvgRound,TourneyMaxRound,TourneyChampions,TourneyFinalFour,TourneySweetSixteen,TourneyAvgSeed,WinRate_H,WinRate_A,WinRate_N,HomeAdvantage,ConfAbbrev,ConfStrengthIndex,ConfAvgScoreDiff,LateWinRate,LastNWinRate,LastNScoreDiff,WinRateTrend,RecentWinRate,SeedNum,SeedWinRate
2010,3102,28,1,51.82142857142857,71.78571428571429,19.142857142857142,53.142857142857146,4.571428571428571,16.071428571428573,8.964285714285714,13.214285714285714,12.464285714285714,19.535714285714285,10.25,17.714285714285715,6.035714285714286,0.6428571428571429,14.964285714285714,0.0,0.03571428571428571,-19.964285714285722,0.3602150537634408,0.2844444444444444,0.6783783783783783,32.0,64.20714285714286,80.70975636889531,111.80331516297699,-31.093558794081673,W,,,,,,,,,0.07142857142857142,0.0,0.0,0.07142857142857142,mwc,0.6925639895002336,1.6214271368539985,0.0,0.0,-25.2,-0.08333333333333333,0.0,,
2010,3103,30,17,62.233333333333334,59.63333333333333,22.233333333333334,55.266666666666666,3.933333333333333,12.466666666666667,13.833333333333334,19.6,14.2,23.566666666666666,13.433333333333334,18.266666666666666,8.033333333333333,2.4,17.533333333333335,0.03333333333333333,0.5666666666666667,2.6000000000000014,0.40229191797346203,0.3155080213903743,0.70578231292517,37.766666666666666,67.95733333333332,91.57706796421286,87.75113796892168,3.825929995291176,W,1.0,0.0,2.0,2.0,0.0,0.0,0.0,13.0,0.8461538461538461,0.3333333333333333,0.5,0.5128205128205128,mac,0.645501499725305,-0.24054141401657128,0.7058823529411765,0.6,4.1,0.3212669683257919,0.6,,
2010,3104,29,11,64.13793103448276,67.0,24.724137931034484,62.10344827586207,4.344827586206897,14.724137931034482,10.344827586206897,16.79310344827586,14.482758620689655,25.93103448275862,13.10344827586207,19.17241379310345,7.379310344827586,2.9310344827586206,20.413793103448278,0.10344827586206896,0.3793103448275862,-2.8620689655172384,0.39811215991116045,0.2950819672131148,0.6160164271047228,40.41379310344827,74.18206896551723,86.4601539548548,90.31832211520585,-3.858168160351042,W,6.0,0.5,1.1666666666666667,4.0,0.0,0.0,1.0,5.5,0.5384615384615384,0.26666666666666666,0.5,0.2717948717948718,sec,0.7887557179248273,6.142482774069955,0.26666666666666666,0.3,-12.8,-0.26666666666666666,0.3333333333333333,,
2010,3105,27,14,60.77777777777778,64.74074074074075,20.37037037037037,50.851851851851855,3.037037037037037,9.88888888888889,17.0,24.333333333333332,13.666666666666666,23.37037037037037,9.74074074074074,25.037037037037038,8.777777777777779,5.148148148148148,19.14814814814815,0.0,0.5185185185185185,-3.962962962962969,0.40058266569555717,0.3071161048689139,0.6986301369863014,37.03703703703704,72.92888888888889,83.33841184715705,88.77242163853171,-5.434009791374663,W,,,,,,,,,0.6363636363636364,0.42857142857142855,0.5,0.2077922077922078,swac,0.4998094272204439,-4.779276071228241,0.5555555555555556,0.6,-3.7,0.11111111111111116,0.5833333333333334,,
2010,3106,29,12,55.13793103448276,57.41379310344828,18.448275862068964,53.0,2.689655172413793,9.586206896551724,15.551724137931034,24.0,15.0,24.75862068965517,11.482758620689655,20.103448275862068,8.03448275862069,4.482758620689655,22.06896551724138,0.034482758620689655,0.41379310344827586,-2.275862068965516,0.34808067664281067,0.2805755395683453,0.6479885057471264,39.758620689655174,68.66344827586207,80.30172154034673,83.61623912737792,-3.3145175870311903,W,3.0,0.0,2.0,2.0,0.0,0.0,0.0,15.333333333333334,0.5833333333333334,0.2,1.0,0.38333333333333336,swac,0.4998094272204439,-4.779276071228241,0.47368421052631576,0.5,2.2,0.17368421052631577,0.46153846153846156,,
2010,3107,30,11,56.4,61.8,19.866666666666667,59.53333333333333,4.533333333333333,15.6,12.133333333333333,19.3,14.566666666666666,24.066666666666666,9.433333333333334,16.9,9.4,3.0,16.2,0.1,0.36666666666666664,-5.399999999999999,0.3337066069428892,0.2905982905982906,0.6286701208981001,38.63333333333333,70.35866666666666,80.16070041122629,87.83566108889688,-7.674960677670597,W,7.0,0.125,1.625,2.0,0.0,0.0,0.0,14.0,0.4666666666666667,0.2857142857142857,0.0,0.18095238095238098,aec,0.5979548470971818,-1.7117620401268898,0.23529411764705882,0.4,-3.2,-0.3031674208144796,0.4444444444444444,,
2010,3108,28,8,60.357142857142854,70.28571428571429,20.75,60.714285714285715,4.321428571428571,14.535714285714286,14.535714285714286,23.071428571428573,14.714285714285714,18.964285714285715,10.571428571428571,20.535714285714285,11.464285714285714,1.1071428571428572,22.857142857142858,0.03571428571428571,0.2857142857142857,-9.928571428571438,0.3417647058823529,0.29729729729729726,0.6300309597523219,33.67857142857143,76.68714285714285,78.70568730090723,91.65254000484346,-12.94685270393623,W,3.0,0.0,2.0,2.0,0.0,0.0,0.0,16.0,0.7,0.058823529411764705,0.0,0.6411764705882352,swac,0.4998094272204439,-4.779276071228241,0.47058823529411764,0.3,-2.9,0.47058823529411764,0.3,,
2010,3110,21,13,60.42857142857143,54.38095238095238,21.571428571428573,53.904761904761905,4.666666666666667,15.285714285714286,12.619047619047619,16.80952380952381,12.904761904761905,23.19047619047619,11.476190476190476,15.19047619047619,7.9523809523809526,3.9047619047619047,14.571428571428571,0.047619047619047616,0.6190476190476191,6.047619047619051,0.4001766784452297,0.3052959501557632,0.7507082152974504,36.095238095238095,63.586666666666666,95.03340023365186,85.52257136866069,9.510828864991169,W,3.0,0.0,1.6666666666666667,2.0,0.0,0.0,0.0,14.0,0.8461538461538461,0.5714285714285714,0.75,0.27472527472527475,patriot,0.5557598821897893,-2.927059125085443,0.8823529411764706,0.8,14.1,0.38235294117647056,0.8,,
2010,3111,31,19,66.41935483870968,63.83870967741935,25.774193548387096,59.483870967741936,4.290322580645161,12.387096774193548,10.580645161290322,16.612903225806452,14.516129032258064,27.419354838709676,15.935483870967742,21.225806451612904,9.935483870967742,6.516129032258065,20.032258064516128,0.06451612903225806,0.6129032258064516,2.5806451612903274,0.4332971800433839,0.34635416666666663,0.6368932038834951,41.935483870967744,73.50322580645161,90.36250329149479,86.8515755288335,3.5109277626612965,W,1.0,0.0,2.0,2.0,0.0,0.0,0.0,16.0,0.6,0.6428571428571429,0.5,-0.04285714285714293,southern,0.5998404758249268,-1.700554661267953,0.7058823529411765,0.7,9.0,0.20588235294117652,0.7272727272727273,,
2010,3112,31,14,65.41935483870968,66.51612903225806,23.903225806451612,56.935483870967744,4.870967741935484,15.67741935483871,12.741935483870968,18.64516129032258,12.03225806451613,26.258064516129032,12.0,18.225806451612904,7.32258064516129,2.967741935483871,15.516129032258064,0.06451612903225806,0.45161290322580644,-1.0967741935483843,0.4198300283286119,0.3106995884773663,0.6833910034602076,38.29032258064516,71.33290322580646,91.70992891123852,93.24747209811332,-1.5375431868747995,W,10.0,0.5652173913043478,0.9565217391304348,4.0,0.0,0.0,2.0,5.739130434782608,0.5714285714285714,0.26666666666666666,1.0,0.30476190476190473,pac_ten,0.7136114026957248,2.938394744160179,0.3888888888888889,0.3,-6.0,-0.14957264957264954,0.4166666666666667,,
